true_id,probe_file,probe_path,run_seed,failures,w_clean,w_black,saliency_path,error
Choi_Sung-hong,Choi_Sung-hong_0004.jpg,data/lfw-deepfunneled/Choi_Sung-hong/Choi_Sung-hong_0004.jpg,1342700,0.0,0.6965764760971069,0.12532830238342285,results/rise_baseline/rise_baseline_Choi_Sung-hong_Choi_Sung-hong_0004_N1000_s8_p0.5_seed1342700_saliency_norm.npy,
Carrie-Anne_Moss,Carrie-Anne_Moss_0002.jpg,data/lfw-deepfunneled/Carrie-Anne_Moss/Carrie-Anne_Moss_0002.jpg,1342800,0.0,0.6551861763000488,0.052147191017866135,results/rise_baseline/rise_baseline_Carrie-Anne_Moss_Carrie-Anne_Moss_0002_N1000_s8_p0.5_seed1342800_saliency_norm.npy,
Jean-Pierre_Raffarin,Jean-Pierre_Raffarin_0006.jpg,data/lfw-deepfunneled/Jean-Pierre_Raffarin/Jean-Pierre_Raffarin_0006.jpg,1342900,0.0,0.49279966950416565,0.02173616923391819,results/rise_baseline/rise_baseline_Jean-Pierre_Raffarin_Jean-Pierre_Raffarin_0006_N1000_s8_p0.5_seed1342900_saliency_norm.npy,
Jim_Edmonds,Jim_Edmonds_0001.jpg,data/lfw-deepfunneled/Jim_Edmonds/Jim_Edmonds_0001.jpg,1343000,0.0,0.49676084518432617,0.00010587368160486221,results/rise_baseline/rise_baseline_Jim_Edmonds_Jim_Edmonds_0001_N1000_s8_p0.5_seed1343000_saliency_norm.npy,
Robin_McLaurin_Williams,Robin_McLaurin_Williams_0002.jpg,data/lfw-deepfunneled/Robin_McLaurin_Williams/Robin_McLaurin_Williams_0002.jpg,1343100,0.0,-0.006760908290743828,0.012693988159298897,results/rise_baseline/rise_baseline_Robin_McLaurin_Williams_Robin_McLaurin_Williams_0002_N1000_s8_p0.5_seed1343100_saliency_norm.npy,
Abid_Hamid_Mahmud_Al-Tikriti,Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,data/lfw-deepfunneled/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,1343200,0.0,0.6222892999649048,0.023967526853084564,results/rise_baseline/rise_baseline_Abid_Hamid_Mahmud_Al-Tikriti_Abid_Hamid_Mahmud_Al-Tikriti_0003_N1000_s8_p0.5_seed1343200_saliency_norm.npy,
Mark_Warner,Mark_Warner_0002.jpg,data/lfw-deepfunneled/Mark_Warner/Mark_Warner_0002.jpg,1343300,0.0,0.7651004791259766,-0.01162976399064064,results/rise_baseline/rise_baseline_Mark_Warner_Mark_Warner_0002_N1000_s8_p0.5_seed1343300_saliency_norm.npy,
Edwina_Currie,Edwina_Currie_0004.jpg,data/lfw-deepfunneled/Edwina_Currie/Edwina_Currie_0004.jpg,1343400,0.0,0.808083176612854,0.04575806111097336,results/rise_baseline/rise_baseline_Edwina_Currie_Edwina_Currie_0004_N1000_s8_p0.5_seed1343400_saliency_norm.npy,
Theodore_Tweed_Roosevelt,Theodore_Tweed_Roosevelt_0002.jpg,data/lfw-deepfunneled/Theodore_Tweed_Roosevelt/Theodore_Tweed_Roosevelt_0002.jpg,1343500,0.0,0.7559568881988525,-0.04933646321296692,results/rise_baseline/rise_baseline_Theodore_Tweed_Roosevelt_Theodore_Tweed_Roosevelt_0002_N1000_s8_p0.5_seed1343500_saliency_norm.npy,
Len_Jenoff,Len_Jenoff_0001.jpg,data/lfw-deepfunneled/Len_Jenoff/Len_Jenoff_0001.jpg,1343600,0.0,0.8399865031242371,0.06274157762527466,results/rise_baseline/rise_baseline_Len_Jenoff_Len_Jenoff_0001_N1000_s8_p0.5_seed1343600_saliency_norm.npy,
Hamid_Karzai,Hamid_Karzai_0012.jpg,data/lfw-deepfunneled/Hamid_Karzai/Hamid_Karzai_0012.jpg,1343700,0.0,0.6914789080619812,0.03698573261499405,results/rise_baseline/rise_baseline_Hamid_Karzai_Hamid_Karzai_0012_N1000_s8_p0.5_seed1343700_saliency_norm.npy,
Sam_Bith,Sam_Bith_0002.jpg,data/lfw-deepfunneled/Sam_Bith/Sam_Bith_0002.jpg,1343800,0.0,0.7354480028152466,0.03310355544090271,results/rise_baseline/rise_baseline_Sam_Bith_Sam_Bith_0002_N1000_s8_p0.5_seed1343800_saliency_norm.npy,
Jon_Corzine,Jon_Corzine_0003.jpg,data/lfw-deepfunneled/Jon_Corzine/Jon_Corzine_0003.jpg,1343900,0.0,0.5375767946243286,0.005158202722668648,results/rise_baseline/rise_baseline_Jon_Corzine_Jon_Corzine_0003_N1000_s8_p0.5_seed1343900_saliency_norm.npy,
John_Timoney,John_Timoney_0002.jpg,data/lfw-deepfunneled/John_Timoney/John_Timoney_0002.jpg,1344000,0.0,0.780967116355896,-0.03562936186790466,results/rise_baseline/rise_baseline_John_Timoney_John_Timoney_0002_N1000_s8_p0.5_seed1344000_saliency_norm.npy,
Placido_Domingo,Placido_Domingo_0003.jpg,data/lfw-deepfunneled/Placido_Domingo/Placido_Domingo_0003.jpg,1344100,0.0,0.8137218952178955,0.058462511748075485,results/rise_baseline/rise_baseline_Placido_Domingo_Placido_Domingo_0003_N1000_s8_p0.5_seed1344100_saliency_norm.npy,
Russell_Coutts,Russell_Coutts_0001.jpg,data/lfw-deepfunneled/Russell_Coutts/Russell_Coutts_0001.jpg,1344200,0.0,0.7031322717666626,0.009352627210319042,results/rise_baseline/rise_baseline_Russell_Coutts_Russell_Coutts_0001_N1000_s8_p0.5_seed1344200_saliency_norm.npy,
Mark_Cuban,Mark_Cuban_0001.jpg,data/lfw-deepfunneled/Mark_Cuban/Mark_Cuban_0001.jpg,1344300,0.0,0.6415515542030334,-0.05877437815070152,results/rise_baseline/rise_baseline_Mark_Cuban_Mark_Cuban_0001_N1000_s8_p0.5_seed1344300_saliency_norm.npy,
Tim_Curry,Tim_Curry_0001.jpg,data/lfw-deepfunneled/Tim_Curry/Tim_Curry_0001.jpg,1344400,0.0,0.7286108136177063,-0.012766784057021141,results/rise_baseline/rise_baseline_Tim_Curry_Tim_Curry_0001_N1000_s8_p0.5_seed1344400_saliency_norm.npy,
Courtney_Love,Courtney_Love_0002.jpg,data/lfw-deepfunneled/Courtney_Love/Courtney_Love_0002.jpg,1344500,0.0,0.2848396897315979,-0.024224866181612015,results/rise_baseline/rise_baseline_Courtney_Love_Courtney_Love_0002_N1000_s8_p0.5_seed1344500_saliency_norm.npy,
Annette_Bening,Annette_Bening_0002.jpg,data/lfw-deepfunneled/Annette_Bening/Annette_Bening_0002.jpg,1344600,0.0,0.7636839151382446,0.03893899917602539,results/rise_baseline/rise_baseline_Annette_Bening_Annette_Bening_0002_N1000_s8_p0.5_seed1344600_saliency_norm.npy,
Muammar_Gaddafi,Muammar_Gaddafi_0002.jpg,data/lfw-deepfunneled/Muammar_Gaddafi/Muammar_Gaddafi_0002.jpg,1344700,0.0,0.6079330444335938,0.06372196227312088,results/rise_baseline/rise_baseline_Muammar_Gaddafi_Muammar_Gaddafi_0002_N1000_s8_p0.5_seed1344700_saliency_norm.npy,
Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani_0001.jpg,data/lfw-deepfunneled/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,1344800,0.0,0.6687949299812317,-0.0463084876537323,results/rise_baseline/rise_baseline_Akbar_Hashemi_Rafsanjani_Akbar_Hashemi_Rafsanjani_0001_N1000_s8_p0.5_seed1344800_saliency_norm.npy,
