output_path,identity,generation_method,blend_alpha,saliency_path,w_clean,failures
data/synthetic_probes/insightface_swap/Boris_Berezovsky/Boris_Berezovsky_swap_1.jpg,Boris_Berezovsky,insightface_swap,,results/crise_maps/crise_tau0p1_Boris_Berezovsky_Boris_Berezovsky_swap_1_N1000_s8_p0.5_seed420055_saliency_norm.npy,0.023822538554668427,0
data/synthetic_probes/insightface_swap/Boris_Berezovsky/Boris_Berezovsky_swap_2.jpg,Boris_Berezovsky,insightface_swap,,results/crise_maps/crise_tau0p1_Boris_Berezovsky_Boris_Berezovsky_swap_2_N1000_s8_p0.5_seed420056_saliency_norm.npy,0.08049511909484863,0
data/synthetic_probes/insightface_swap/Eric_Robert_Rudolph/Eric_Robert_Rudolph_swap_0.jpg,Eric_Robert_Rudolph,insightface_swap,,results/crise_maps/crise_tau0p1_Eric_Robert_Rudolph_Eric_Robert_Rudolph_swap_0_N1000_s8_p0.5_seed420057_saliency_norm.npy,0.09583470970392227,0
data/synthetic_probes/insightface_swap/Eric_Robert_Rudolph/Eric_Robert_Rudolph_swap_1.jpg,Eric_Robert_Rudolph,insightface_swap,,results/crise_maps/crise_tau0p1_Eric_Robert_Rudolph_Eric_Robert_Rudolph_swap_1_N1000_s8_p0.5_seed420058_saliency_norm.npy,0.08595644682645798,0
data/synthetic_probes/insightface_swap/Eric_Robert_Rudolph/Eric_Robert_Rudolph_swap_2.jpg,Eric_Robert_Rudolph,insightface_swap,,results/crise_maps/crise_tau0p1_Eric_Robert_Rudolph_Eric_Robert_Rudolph_swap_2_N1000_s8_p0.5_seed420059_saliency_norm.npy,0.046589355915784836,0
data/synthetic_probes/insightface_swap/Filippo_Inzaghi/Filippo_Inzaghi_swap_0.jpg,Filippo_Inzaghi,insightface_swap,,results/crise_maps/crise_tau0p1_Filippo_Inzaghi_Filippo_Inzaghi_swap_0_N1000_s8_p0.5_seed420060_saliency_norm.npy,-0.04412472993135452,0
data/synthetic_probes/insightface_swap/Filippo_Inzaghi/Filippo_Inzaghi_swap_1.jpg,Filippo_Inzaghi,insightface_swap,,results/crise_maps/crise_tau0p1_Filippo_Inzaghi_Filippo_Inzaghi_swap_1_N1000_s8_p0.5_seed420061_saliency_norm.npy,0.08254461735486984,0
data/synthetic_probes/insightface_swap/Filippo_Inzaghi/Filippo_Inzaghi_swap_2.jpg,Filippo_Inzaghi,insightface_swap,,results/crise_maps/crise_tau0p1_Filippo_Inzaghi_Filippo_Inzaghi_swap_2_N1000_s8_p0.5_seed420062_saliency_norm.npy,0.06245383620262146,0
data/synthetic_probes/insightface_swap/Marissa_Jaret_Winokur/Marissa_Jaret_Winokur_swap_0.jpg,Marissa_Jaret_Winokur,insightface_swap,,results/crise_maps/crise_tau0p1_Marissa_Jaret_Winokur_Marissa_Jaret_Winokur_swap_0_N1000_s8_p0.5_seed420063_saliency_norm.npy,0.04220841825008392,0
data/synthetic_probes/insightface_swap/Marissa_Jaret_Winokur/Marissa_Jaret_Winokur_swap_1.jpg,Marissa_Jaret_Winokur,insightface_swap,,results/crise_maps/crise_tau0p1_Marissa_Jaret_Winokur_Marissa_Jaret_Winokur_swap_1_N1000_s8_p0.5_seed420064_saliency_norm.npy,0.060492731630802155,0
data/synthetic_probes/insightface_swap/Marissa_Jaret_Winokur/Marissa_Jaret_Winokur_swap_2.jpg,Marissa_Jaret_Winokur,insightface_swap,,results/crise_maps/crise_tau0p1_Marissa_Jaret_Winokur_Marissa_Jaret_Winokur_swap_2_N1000_s8_p0.5_seed420065_saliency_norm.npy,0.047296248376369476,0
data/synthetic_probes/insightface_swap/Patrice_Chereau/Patrice_Chereau_swap_0.jpg,Patrice_Chereau,insightface_swap,,results/crise_maps/crise_tau0p1_Patrice_Chereau_Patrice_Chereau_swap_0_N1000_s8_p0.5_seed420066_saliency_norm.npy,0.0912550762295723,0
data/synthetic_probes/insightface_swap/Patrice_Chereau/Patrice_Chereau_swap_1.jpg,Patrice_Chereau,insightface_swap,,results/crise_maps/crise_tau0p1_Patrice_Chereau_Patrice_Chereau_swap_1_N1000_s8_p0.5_seed420067_saliency_norm.npy,0.12889666855335236,0
data/synthetic_probes/insightface_swap/Patrice_Chereau/Patrice_Chereau_swap_2.jpg,Patrice_Chereau,insightface_swap,,results/crise_maps/crise_tau0p1_Patrice_Chereau_Patrice_Chereau_swap_2_N1000_s8_p0.5_seed420068_saliency_norm.npy,0.12288834899663925,0
data/synthetic_probes/insightface_swap/Ali_Naimi/Ali_Naimi_swap_0.jpg,Ali_Naimi,insightface_swap,,results/crise_maps/crise_tau0p1_Ali_Naimi_Ali_Naimi_swap_0_N1000_s8_p0.5_seed420069_saliency_norm.npy,-0.023701297119259834,0
data/synthetic_probes/insightface_swap/Ali_Naimi/Ali_Naimi_swap_1.jpg,Ali_Naimi,insightface_swap,,results/crise_maps/crise_tau0p1_Ali_Naimi_Ali_Naimi_swap_1_N1000_s8_p0.5_seed420070_saliency_norm.npy,0.054881736636161804,0
data/synthetic_probes/insightface_swap/Ali_Naimi/Ali_Naimi_swap_2.jpg,Ali_Naimi,insightface_swap,,results/crise_maps/crise_tau0p1_Ali_Naimi_Ali_Naimi_swap_2_N1000_s8_p0.5_seed420071_saliency_norm.npy,0.10665825009346008,0
data/synthetic_probes/insightface_swap/Mohamed_Benaissa/Mohamed_Benaissa_swap_0.jpg,Mohamed_Benaissa,insightface_swap,,results/crise_maps/crise_tau0p1_Mohamed_Benaissa_Mohamed_Benaissa_swap_0_N1000_s8_p0.5_seed420072_saliency_norm.npy,0.20760034024715424,0
data/synthetic_probes/insightface_swap/Mohamed_Benaissa/Mohamed_Benaissa_swap_1.jpg,Mohamed_Benaissa,insightface_swap,,results/crise_maps/crise_tau0p1_Mohamed_Benaissa_Mohamed_Benaissa_swap_1_N1000_s8_p0.5_seed420073_saliency_norm.npy,0.1094093844294548,0
data/synthetic_probes/insightface_swap/Mohamed_Benaissa/Mohamed_Benaissa_swap_2.jpg,Mohamed_Benaissa,insightface_swap,,results/crise_maps/crise_tau0p1_Mohamed_Benaissa_Mohamed_Benaissa_swap_2_N1000_s8_p0.5_seed420074_saliency_norm.npy,0.03351375088095665,0
data/synthetic_probes/insightface_swap/Eddy_Merckx/Eddy_Merckx_swap_0.jpg,Eddy_Merckx,insightface_swap,,results/crise_maps/crise_tau0p1_Eddy_Merckx_Eddy_Merckx_swap_0_N1000_s8_p0.5_seed420075_saliency_norm.npy,0.05260300636291504,0
data/synthetic_probes/insightface_swap/Eddy_Merckx/Eddy_Merckx_swap_1.jpg,Eddy_Merckx,insightface_swap,,results/crise_maps/crise_tau0p1_Eddy_Merckx_Eddy_Merckx_swap_1_N1000_s8_p0.5_seed420076_saliency_norm.npy,-0.009138436987996101,0
data/synthetic_probes/insightface_swap/Eddy_Merckx/Eddy_Merckx_swap_2.jpg,Eddy_Merckx,insightface_swap,,results/crise_maps/crise_tau0p1_Eddy_Merckx_Eddy_Merckx_swap_2_N1000_s8_p0.5_seed420077_saliency_norm.npy,-0.009541471488773823,0
data/synthetic_probes/insightface_swap/Sebastien_Grosjean/Sebastien_Grosjean_swap_0.jpg,Sebastien_Grosjean,insightface_swap,,results/crise_maps/crise_tau0p1_Sebastien_Grosjean_Sebastien_Grosjean_swap_0_N1000_s8_p0.5_seed420078_saliency_norm.npy,0.10874630510807037,0
data/synthetic_probes/insightface_swap/Sebastien_Grosjean/Sebastien_Grosjean_swap_1.jpg,Sebastien_Grosjean,insightface_swap,,results/crise_maps/crise_tau0p1_Sebastien_Grosjean_Sebastien_Grosjean_swap_1_N1000_s8_p0.5_seed420079_saliency_norm.npy,0.043475568294525146,0
data/synthetic_probes/insightface_swap/Sebastien_Grosjean/Sebastien_Grosjean_swap_2.jpg,Sebastien_Grosjean,insightface_swap,,results/crise_maps/crise_tau0p1_Sebastien_Grosjean_Sebastien_Grosjean_swap_2_N1000_s8_p0.5_seed420080_saliency_norm.npy,0.07217960059642792,0
data/synthetic_probes/insightface_swap/Reese_Witherspoon/Reese_Witherspoon_swap_0.jpg,Reese_Witherspoon,insightface_swap,,results/crise_maps/crise_tau0p1_Reese_Witherspoon_Reese_Witherspoon_swap_0_N1000_s8_p0.5_seed420081_saliency_norm.npy,0.025709958747029305,0
data/synthetic_probes/insightface_swap/Reese_Witherspoon/Reese_Witherspoon_swap_1.jpg,Reese_Witherspoon,insightface_swap,,results/crise_maps/crise_tau0p1_Reese_Witherspoon_Reese_Witherspoon_swap_1_N1000_s8_p0.5_seed420082_saliency_norm.npy,-0.01619914174079895,0
data/synthetic_probes/insightface_swap/Reese_Witherspoon/Reese_Witherspoon_swap_2.jpg,Reese_Witherspoon,insightface_swap,,results/crise_maps/crise_tau0p1_Reese_Witherspoon_Reese_Witherspoon_swap_2_N1000_s8_p0.5_seed420083_saliency_norm.npy,0.1573842465877533,0
data/synthetic_probes/insightface_swap/Saeb_Erekat/Saeb_Erekat_swap_0.jpg,Saeb_Erekat,insightface_swap,,results/crise_maps/crise_tau0p1_Saeb_Erekat_Saeb_Erekat_swap_0_N1000_s8_p0.5_seed420084_saliency_norm.npy,-0.03111191838979721,0
data/synthetic_probes/insightface_swap/Saeb_Erekat/Saeb_Erekat_swap_1.jpg,Saeb_Erekat,insightface_swap,,results/crise_maps/crise_tau0p1_Saeb_Erekat_Saeb_Erekat_swap_1_N1000_s8_p0.5_seed420085_saliency_norm.npy,0.013404253870248795,0
data/synthetic_probes/insightface_swap/Saeb_Erekat/Saeb_Erekat_swap_2.jpg,Saeb_Erekat,insightface_swap,,results/crise_maps/crise_tau0p1_Saeb_Erekat_Saeb_Erekat_swap_2_N1000_s8_p0.5_seed420086_saliency_norm.npy,0.011353939771652222,0
data/synthetic_probes/insightface_swap/Justin_Leonard/Justin_Leonard_swap_0.jpg,Justin_Leonard,insightface_swap,,results/crise_maps/crise_tau0p1_Justin_Leonard_Justin_Leonard_swap_0_N1000_s8_p0.5_seed420087_saliency_norm.npy,-0.00792007241398096,0
data/synthetic_probes/insightface_swap/Justin_Leonard/Justin_Leonard_swap_1.jpg,Justin_Leonard,insightface_swap,,results/crise_maps/crise_tau0p1_Justin_Leonard_Justin_Leonard_swap_1_N1000_s8_p0.5_seed420088_saliency_norm.npy,0.1161174550652504,0
data/synthetic_probes/insightface_swap/Justin_Leonard/Justin_Leonard_swap_2.jpg,Justin_Leonard,insightface_swap,,results/crise_maps/crise_tau0p1_Justin_Leonard_Justin_Leonard_swap_2_N1000_s8_p0.5_seed420089_saliency_norm.npy,0.1277160942554474,0
data/synthetic_probes/insightface_swap/Erika_Harold/Erika_Harold_swap_0.jpg,Erika_Harold,insightface_swap,,results/crise_maps/crise_tau0p1_Erika_Harold_Erika_Harold_swap_0_N1000_s8_p0.5_seed420090_saliency_norm.npy,0.07911759614944458,0
data/synthetic_probes/insightface_swap/Erika_Harold/Erika_Harold_swap_1.jpg,Erika_Harold,insightface_swap,,results/crise_maps/crise_tau0p1_Erika_Harold_Erika_Harold_swap_1_N1000_s8_p0.5_seed420091_saliency_norm.npy,0.11199434101581573,0
data/synthetic_probes/insightface_swap/Erika_Harold/Erika_Harold_swap_2.jpg,Erika_Harold,insightface_swap,,results/crise_maps/crise_tau0p1_Erika_Harold_Erika_Harold_swap_2_N1000_s8_p0.5_seed420092_saliency_norm.npy,0.1264156997203827,0
data/synthetic_probes/insightface_swap/Lana_Clarkson/Lana_Clarkson_swap_0.jpg,Lana_Clarkson,insightface_swap,,results/crise_maps/crise_tau0p1_Lana_Clarkson_Lana_Clarkson_swap_0_N1000_s8_p0.5_seed420093_saliency_norm.npy,0.05367263779044151,0
data/synthetic_probes/insightface_swap/Lana_Clarkson/Lana_Clarkson_swap_1.jpg,Lana_Clarkson,insightface_swap,,results/crise_maps/crise_tau0p1_Lana_Clarkson_Lana_Clarkson_swap_1_N1000_s8_p0.5_seed420094_saliency_norm.npy,0.024723690003156662,0
